"X1","id","category","sub_category","order_date","sales"
4180,"BF-11170","Office Supplies","Binders",2017-03-06,14.976
4181,"JK-15730","Office Supplies","Binders",2017-10-07,4.24
4182,"CR-12820","Technology","Accessories",2017-10-06,319.96
4183,"CR-12820","Office Supplies","Paper",2017-10-06,17.04
4184,"CR-12820","Office Supplies","Storage",2017-10-06,344.91
4185,"AG-10300","Furniture","Bookcases",2016-12-05,81.94
4186,"CM-12160","Technology","Accessories",2016-10-21,98.16
4187,"SG-20890","Office Supplies","Binders",2017-05-18,6.874
4188,"SG-20890","Office Supplies","Binders",2017-05-18,1.996
4189,"SG-20890","Office Supplies","Storage",2017-05-18,8.928
4190,"CS-12175","Office Supplies","Paper",2016-09-26,9.99
4191,"HL-15040","Technology","Copiers",2017-11-17,10499.97
4192,"DM-13015","Office Supplies","Paper",2015-07-08,21.12
4193,"HK-14890","Furniture","Tables",2015-11-16,696.42
4194,"HK-14890","Technology","Phones",2015-11-16,304.776
4195,"BG-11740","Office Supplies","Art",2015-06-18,51.98
4196,"CK-12595","Furniture","Furnishings",2016-04-08,24.7
4197,"RF-19735","Office Supplies","Labels",2015-04-18,21.93
4198,"CJ-12010","Office Supplies","Appliances",2016-12-03,394.816
4199,"CJ-12010","Office Supplies","Binders",2016-12-03,18.192
4200,"MA-17560","Office Supplies","Labels",2015-12-10,7.31
4201,"MA-17560","Technology","Copiers",2015-12-10,799.984
4202,"MA-17560","Office Supplies","Paper",2015-12-10,41.28
4203,"MA-17560","Office Supplies","Paper",2015-12-10,184.66
4204,"AM-10705","Office Supplies","Art",2014-10-31,49.25
4205,"AM-10705","Office Supplies","Paper",2014-10-31,10.16
4206,"AM-10705","Furniture","Furnishings",2014-10-31,14.76
4207,"AM-10705","Office Supplies","Binders",2014-10-31,34.08
4208,"AM-10705","Furniture","Furnishings",2014-10-31,17.67
4209,"AM-10705","Furniture","Chairs",2014-10-31,1604.9
4210,"AM-10705","Furniture","Tables",2014-10-31,385.686
4211,"AH-10585","Office Supplies","Paper",2017-12-09,15.984
4212,"PF-19120","Office Supplies","Paper",2014-05-05,9.42
4213,"PF-19120","Office Supplies","Art",2014-05-05,6.56
4214,"PF-19120","Office Supplies","Paper",2014-05-05,24.56
4215,"RD-19480","Office Supplies","Binders",2016-03-04,128.4
4216,"JL-15505","Office Supplies","Envelopes",2014-11-30,62.28
4217,"AB-10600","Office Supplies","Labels",2015-02-18,9.24
4218,"NC-18535","Furniture","Bookcases",2017-04-01,482.664
4219,"NC-18535","Technology","Machines",2017-04-01,4799.984
4220,"TB-21400","Office Supplies","Paper",2017-06-11,37.94
4221,"TB-21400","Office Supplies","Binders",2017-06-11,18.288
4222,"TB-21400","Technology","Machines",2017-06-11,385.8
4223,"TB-21400","Office Supplies","Storage",2017-06-11,102.96
4224,"TB-21400","Furniture","Bookcases",2017-06-11,174.42
4225,"SJ-20215","Office Supplies","Binders",2016-09-30,1.964
4226,"EB-13840","Furniture","Furnishings",2014-12-13,94.428
4227,"WB-21850","Office Supplies","Fasteners",2017-11-11,45.92
4228,"SR-20740","Furniture","Chairs",2015-01-05,61.584
4229,"VG-21805","Office Supplies","Paper",2016-03-24,22.48
4230,"LS-16945","Furniture","Furnishings",2017-07-05,332.028
4231,"LS-16945","Office Supplies","Binders",2017-07-05,11.394
4232,"LS-16945","Office Supplies","Paper",2017-07-05,15.552
4233,"LS-16945","Office Supplies","Paper",2017-07-05,31.104
4234,"LS-16945","Office Supplies","Binders",2017-07-05,6.316
4235,"MA-17560","Office Supplies","Paper",2014-09-21,11.352
4236,"MA-17560","Office Supplies","Labels",2014-09-21,20.808
4237,"NF-18475","Office Supplies","Binders",2016-07-23,11.416
4238,"MD-17860","Office Supplies","Art",2017-08-29,9.408
4239,"MZ-17335","Office Supplies","Art",2017-03-26,19.83
4240,"KB-16600","Office Supplies","Paper",2017-12-29,209.7
4241,"MA-17995","Office Supplies","Appliances",2014-09-20,43.92
4242,"MA-17995","Office Supplies","Binders",2014-09-20,20.232
4243,"ME-17320","Technology","Phones",2016-04-04,149.97
4244,"ME-17320","Office Supplies","Paper",2016-04-04,27.81
4245,"JD-15895","Technology","Accessories",2014-03-26,66.3
4246,"LS-16975","Office Supplies","Art",2017-11-28,1.64
4247,"LS-16975","Furniture","Furnishings",2017-11-28,1049.2
4248,"LS-16975","Furniture","Furnishings",2017-11-28,20.9
4249,"SJ-20500","Office Supplies","Binders",2016-12-01,88.08
4250,"SJ-20500","Furniture","Chairs",2016-12-01,751.92
4251,"BS-11365","Furniture","Chairs",2014-09-19,887.103
4252,"RA-19285","Technology","Phones",2015-10-23,55.944
4253,"RA-19285","Office Supplies","Art",2015-10-23,10.688
4254,"RA-19285","Technology","Phones",2015-10-23,11.824
4255,"TS-21610","Office Supplies","Paper",2017-10-13,63.312
4256,"TS-21610","Office Supplies","Binders",2017-10-13,96.784
4257,"TS-21610","Furniture","Furnishings",2017-10-13,10.476
4258,"KB-16585","Office Supplies","Binders",2015-09-04,9.762
4259,"MM-18280","Furniture","Chairs",2016-03-14,196.784
4260,"LO-17170","Office Supplies","Envelopes",2017-10-28,47.98
4261,"RS-19420","Office Supplies","Labels",2017-10-15,13.05
4262,"CC-12475","Technology","Accessories",2017-08-07,63.96
4263,"KT-16480","Office Supplies","Appliances",2017-09-21,80.48
4264,"DM-13015","Office Supplies","Binders",2017-11-03,11.673
4265,"EP-13915","Furniture","Tables",2016-11-05,863.128
4266,"EP-13915","Office Supplies","Binders",2016-11-05,3.564
4267,"EP-13915","Furniture","Bookcases",2016-11-05,956.6648
4268,"EP-13915","Office Supplies","Binders",2016-11-05,12.588
4269,"EP-13915","Technology","Accessories",2016-11-05,171.96
4270,"AM-10705","Furniture","Tables",2017-06-25,871.4
4271,"SH-20635","Furniture","Furnishings",2015-11-26,692.472
4272,"LA-16780","Furniture","Furnishings",2016-11-24,207.76
4273,"SF-20200","Technology","Phones",2017-07-21,71.928
4274,"SF-20200","Office Supplies","Art",2017-07-21,25.99
4275,"AG-10495","Office Supplies","Binders",2015-10-23,3.592
4276,"KN-16450","Office Supplies","Appliances",2015-07-09,48.632
4277,"NF-18595","Office Supplies","Storage",2017-08-18,323.1
4278,"BS-11365","Technology","Machines",2016-04-16,9099.93
4279,"BS-11365","Furniture","Furnishings",2016-04-16,9.96
4280,"BS-11365","Office Supplies","Binders",2016-04-16,25.3
4281,"RM-19675","Office Supplies","Paper",2014-11-14,11.36
4282,"RM-19675","Furniture","Chairs",2014-11-14,69.264
4283,"AB-10105","Office Supplies","Labels",2014-12-20,3.69
4284,"AB-10105","Office Supplies","Binders",2014-12-20,1103.97
4285,"CA-11965","Furniture","Bookcases",2015-11-21,246.1328
4286,"CA-11965","Office Supplies","Labels",2015-11-21,11.696
4287,"CA-11965","Technology","Copiers",2015-11-21,439.992
4288,"EH-14005","Office Supplies","Storage",2017-12-28,64.784
4289,"ON-18715","Office Supplies","Binders",2015-05-17,33.28
4290,"ON-18715","Office Supplies","Paper",2015-05-17,14.088
4291,"AT-10435","Office Supplies","Art",2017-12-09,11.16
4292,"AT-10435","Furniture","Tables",2017-12-09,896.328
4293,"AT-10435","Office Supplies","Appliances",2017-12-09,189
4294,"EB-13870","Technology","Phones",2017-03-10,53.982
4295,"DW-13195","Furniture","Tables",2017-10-22,177.225
4296,"MB-17305","Furniture","Furnishings",2017-07-03,129.39
4297,"TH-21235","Office Supplies","Storage",2017-09-04,54.32
4298,"PO-18850","Technology","Phones",2017-08-23,4367.896
4299,"PO-18850","Office Supplies","Paper",2017-08-23,49.568
4300,"PO-18850","Office Supplies","Appliances",2017-08-23,161.376
4301,"PO-18850","Furniture","Furnishings",2017-08-23,2.784
4302,"PO-18850","Office Supplies","Paper",2017-08-23,8.72
4303,"DE-13255","Office Supplies","Art",2014-08-22,3.912
4304,"MO-17500","Office Supplies","Envelopes",2016-10-04,59.752
4305,"AH-10585","Furniture","Furnishings",2014-10-26,63.92
4306,"AH-10585","Technology","Phones",2014-10-26,383.96
4307,"CS-12250","Office Supplies","Binders",2016-06-28,7.752
4308,"CS-12250","Office Supplies","Binders",2016-06-28,33.568
4309,"WB-21850","Technology","Phones",2014-11-04,666.344
4310,"WB-21850","Furniture","Tables",2014-11-04,573.728
4311,"WB-21850","Office Supplies","Binders",2014-11-04,21.936
4312,"WB-21850","Office Supplies","Paper",2014-11-04,19.44
4313,"WB-21850","Technology","Machines",2014-11-04,447.968
4314,"SP-20620","Office Supplies","Appliances",2014-09-08,16.78
4315,"AB-10165","Office Supplies","Art",2015-06-25,20.96
4316,"AB-10165","Office Supplies","Binders",2015-06-25,88.752
4317,"AB-10165","Office Supplies","Storage",2015-06-25,304.23
4318,"HA-14920","Office Supplies","Envelopes",2015-07-26,167.86
4319,"DC-13285","Furniture","Furnishings",2017-12-07,82.38
4320,"ST-20530","Technology","Phones",2014-12-29,23.976
4321,"ST-20530","Office Supplies","Storage",2014-12-29,33.29
4322,"KB-16315","Office Supplies","Binders",2015-02-14,14.952
4323,"KB-16315","Technology","Phones",2015-02-14,323.982
4324,"KB-16315","Office Supplies","Binders",2015-02-14,2.286
4325,"KB-16315","Office Supplies","Art",2015-02-14,14.352
4326,"KB-16315","Technology","Accessories",2015-02-14,71.976
4327,"TB-21355","Office Supplies","Art",2016-01-25,9.21
4328,"TB-21355","Office Supplies","Paper",2016-01-25,18
4329,"JC-15775","Office Supplies","Paper",2017-04-01,42.93
4330,"PO-18850","Office Supplies","Paper",2017-10-03,15.552
4331,"PO-18850","Office Supplies","Appliances",2017-10-03,17.92
4332,"SS-20875","Technology","Accessories",2017-09-01,19.99
4333,"SS-20875","Office Supplies","Binders",2017-09-01,22.92
4334,"RD-19720","Technology","Accessories",2015-12-21,50.88
4335,"RD-19720","Office Supplies","Envelopes",2015-12-21,27.312
4336,"GZ-14470","Office Supplies","Envelopes",2015-12-20,7.92
4337,"GZ-14470","Furniture","Furnishings",2015-12-20,14.368
4338,"SN-20710","Technology","Accessories",2015-11-27,107.97
4339,"SN-20710","Office Supplies","Paper",2015-11-27,113.82
4340,"DK-12895","Office Supplies","Paper",2017-08-27,5.184
4341,"VM-21835","Office Supplies","Art",2014-03-22,16.28
4342,"GB-14575","Office Supplies","Storage",2017-12-17,544.38
4343,"ND-18370","Office Supplies","Binders",2017-03-19,19.824
4344,"ND-18370","Technology","Phones",2017-03-19,657.504
4345,"ND-18370","Technology","Accessories",2017-03-19,99.54
4346,"ND-18370","Technology","Accessories",2017-03-19,199.96
4347,"MM-17260","Furniture","Chairs",2016-09-18,631.782
4348,"MM-17260","Furniture","Furnishings",2016-09-18,60.72
4349,"MV-17485","Office Supplies","Binders",2017-11-24,20.724
4350,"MV-17485","Office Supplies","Storage",2017-11-24,415.872
4351,"JL-15130","Office Supplies","Storage",2017-04-11,16.768
4352,"JL-15130","Technology","Accessories",2017-04-11,27.12
4353,"AG-10330","Technology","Phones",2017-12-10,95.84
4354,"AG-10330","Office Supplies","Paper",2017-12-10,12.96
4355,"MD-17860","Office Supplies","Binders",2017-11-24,19.008
4356,"RO-19780","Office Supplies","Binders",2015-12-04,1598.058
4357,"RO-19780","Office Supplies","Art",2015-12-04,36.96
4358,"RR-19315","Office Supplies","Paper",2017-12-11,10.368
4359,"RR-19315","Furniture","Furnishings",2017-12-11,77.72
4360,"RR-19315","Furniture","Chairs",2017-12-11,520.464
4361,"CP-12340","Office Supplies","Paper",2016-05-21,111.96
4362,"LL-16840","Technology","Phones",2017-02-17,29.16
4363,"NC-18340","Office Supplies","Art",2017-05-20,131.94
4364,"NC-18340","Office Supplies","Art",2017-05-20,25.92
4365,"NC-18340","Office Supplies","Storage",2017-05-20,704.76
4366,"NC-18340","Office Supplies","Fasteners",2017-05-20,7.41
4367,"NC-18340","Office Supplies","Art",2017-05-20,21.5
4368,"HA-14920","Office Supplies","Fasteners",2017-09-11,10.528
4369,"HA-14920","Office Supplies","Paper",2017-09-11,20.544
4370,"MA-17995","Office Supplies","Binders",2016-11-05,104.9
4371,"MA-17995","Office Supplies","Art",2016-11-05,39.68
4372,"MA-17995","Office Supplies","Labels",2016-11-05,51.75
4373,"LH-16900","Office Supplies","Art",2017-07-23,11.68
4374,"LH-16900","Technology","Accessories",2017-07-23,159.75
4375,"SB-20290","Office Supplies","Appliances",2016-11-18,103.968
4376,"BT-11305","Furniture","Furnishings",2014-04-25,303.25
4377,"BT-11305","Office Supplies","Appliances",2014-04-25,270.72
4378,"BT-11305","Furniture","Chairs",2014-04-25,1487.04
4379,"PS-18970","Office Supplies","Envelopes",2015-11-30,17.48
4380,"PS-18970","Office Supplies","Envelopes",2015-11-30,71.88
4381,"TB-21625","Office Supplies","Art",2015-10-25,60.45
4382,"TB-21625","Furniture","Tables",2015-10-25,253.176
4383,"RA-19915","Office Supplies","Binders",2015-07-20,2.88
4384,"RA-19915","Furniture","Bookcases",2015-07-20,384.944
4385,"RA-19915","Technology","Phones",2015-07-20,153.584
4386,"RA-19915","Furniture","Bookcases",2015-07-20,913.43
4387,"BP-11095","Office Supplies","Appliances",2016-10-27,43.92
4388,"BP-11095","Office Supplies","Binders",2016-10-27,25.032
4389,"CD-11920","Office Supplies","Paper",2017-11-20,46.76
4390,"CD-11920","Furniture","Bookcases",2017-11-20,183.968
4391,"CD-11920","Technology","Phones",2017-11-20,1259.97
4392,"CD-11920","Office Supplies","Art",2017-11-20,68.97
4393,"KB-16585","Office Supplies","Art",2016-09-08,70.368
4394,"KB-16585","Technology","Phones",2016-09-08,59.96
4395,"SW-20245","Office Supplies","Storage",2014-07-20,25.984
4396,"SW-20245","Office Supplies","Binders",2014-07-20,27.36
4397,"AH-10690","Technology","Phones",2016-11-15,361.376
4398,"JL-15835","Furniture","Chairs",2014-07-07,172.186
4399,"JL-15835","Furniture","Furnishings",2014-07-07,69.008
4400,"GZ-14470","Office Supplies","Envelopes",2016-03-17,199.9
4401,"GZ-14470","Office Supplies","Appliances",2016-03-17,901.95
4402,"GZ-14470","Furniture","Furnishings",2016-03-17,971.5
4403,"RC-19825","Office Supplies","Art",2016-12-26,11.328
4404,"CL-12565","Office Supplies","Art",2014-09-02,21.24
4405,"MW-18220","Technology","Accessories",2015-07-05,34.8
4406,"MW-18220","Office Supplies","Storage",2015-07-05,38.976
4407,"BF-10975","Office Supplies","Paper",2016-11-20,9.08
4408,"BF-10975","Office Supplies","Paper",2016-11-20,314.55
4409,"BF-10975","Office Supplies","Binders",2016-11-20,4.91
4410,"SN-20710","Office Supplies","Labels",2014-05-06,5.78
4411,"SN-20710","Office Supplies","Art",2014-05-06,107.94
4412,"TB-21280","Office Supplies","Paper",2014-06-21,19.65
4413,"TB-21280","Technology","Phones",2014-06-21,617.97
4414,"TB-21280","Office Supplies","Appliances",2014-06-21,59.7
4415,"JB-15400","Office Supplies","Binders",2017-08-19,387.99
4416,"AH-10210","Technology","Phones",2014-11-29,575.92
4417,"AH-10210","Office Supplies","Fasteners",2014-11-29,30.4
4418,"KL-16645","Office Supplies","Binders",2017-04-09,478.24
4419,"MH-17455","Furniture","Furnishings",2014-12-20,190.848
4420,"EC-14050","Office Supplies","Binders",2014-12-17,5.484
4421,"GH-14665","Office Supplies","Supplies",2015-11-17,40.92
4422,"SC-20095","Office Supplies","Art",2014-03-04,15.552
4423,"TB-21355","Office Supplies","Appliances",2017-05-18,17.24
4424,"TB-21355","Furniture","Bookcases",2017-05-18,302.94
4425,"TB-21355","Technology","Phones",2017-05-18,34.75
4426,"TB-21355","Office Supplies","Binders",2017-05-18,113.94
4427,"TB-21355","Technology","Phones",2017-05-18,55.98
4428,"DW-13195","Office Supplies","Paper",2017-09-22,27.18
4429,"CL-12565","Furniture","Chairs",2017-03-21,1805.88
4430,"LT-17110","Office Supplies","Art",2017-09-14,70.95
4431,"AP-10915","Office Supplies","Fasteners",2016-11-03,20
4432,"AP-10915","Office Supplies","Art",2016-11-03,7.98
4433,"AP-10915","Furniture","Furnishings",2016-11-03,24.1
4434,"AP-10915","Office Supplies","Art",2016-11-03,8.75
4435,"AP-10915","Furniture","Tables",2016-11-03,842.94
4436,"CB-12415","Office Supplies","Binders",2016-05-03,2.182
4437,"CB-12415","Office Supplies","Art",2016-05-03,27.384
4438,"CB-12415","Office Supplies","Appliances",2016-05-03,26.406
4439,"MT-17815","Office Supplies","Paper",2016-12-27,10.368
4440,"MT-17815","Office Supplies","Paper",2016-12-27,23.68
4441,"DK-13375","Technology","Accessories",2016-07-22,109.95
4442,"DK-13375","Office Supplies","Storage",2016-07-22,965.85
4443,"DK-13375","Office Supplies","Art",2016-07-22,29.2
4444,"DK-13375","Office Supplies","Paper",2016-07-22,32.4
4445,"SR-20740","Office Supplies","Envelopes",2014-11-16,78.35
4446,"SR-20740","Office Supplies","Paper",2014-11-16,31.68
4447,"SR-20740","Office Supplies","Binders",2014-11-16,29.12
4448,"SR-20740","Office Supplies","Storage",2014-11-16,169.45
4449,"LH-17155","Furniture","Furnishings",2015-06-19,12.56
4450,"LH-17155","Office Supplies","Paper",2015-06-19,6.48
4451,"LH-17155","Office Supplies","Envelopes",2015-06-19,186.69
4452,"AA-10645","Furniture","Furnishings",2016-07-04,25.4
4453,"AA-10645","Office Supplies","Envelopes",2016-07-04,43.96
4454,"AA-10645","Furniture","Bookcases",2016-07-04,1279.165
4455,"AA-10645","Office Supplies","Storage",2016-07-04,27.92
4456,"AS-10630","Furniture","Chairs",2015-09-03,129.568
4457,"AS-10630","Office Supplies","Binders",2015-09-03,6.368
4458,"MC-17575","Office Supplies","Paper",2017-08-07,244.55
4459,"SE-20110","Office Supplies","Supplies",2017-03-13,1332.496
4460,"DS-13030","Furniture","Furnishings",2017-09-28,32.776
4461,"DS-13030","Office Supplies","Storage",2017-09-28,147.184
4462,"DS-13030","Technology","Accessories",2017-09-28,54.384
4463,"DS-13030","Office Supplies","Binders",2017-09-28,76.776
4464,"DS-13030","Office Supplies","Paper",2017-09-28,14.352
4465,"DS-13030","Office Supplies","Appliances",2017-09-28,209.792
4466,"NS-18640","Office Supplies","Binders",2015-08-07,3.304
4467,"KA-16525","Office Supplies","Art",2017-11-24,16.38
4468,"KA-16525","Office Supplies","Envelopes",2017-11-24,167.96
4469,"KA-16525","Furniture","Bookcases",2017-11-24,321.568
4470,"KA-16525","Office Supplies","Paper",2017-11-24,12.96
4471,"DJ-13510","Furniture","Chairs",2017-05-08,128.058
4472,"MG-17680","Furniture","Chairs",2017-09-29,63.686
4473,"MG-17680","Technology","Accessories",2017-09-29,239.976
4474,"MG-17680","Furniture","Tables",2017-09-29,344.22
4475,"MG-17680","Office Supplies","Paper",2017-09-29,15.552
4476,"MG-17680","Furniture","Furnishings",2017-09-29,21.248
4477,"MG-17680","Office Supplies","Paper",2017-09-29,8.448
4478,"BD-11620","Office Supplies","Storage",2017-10-22,333.09
4479,"BD-11620","Furniture","Tables",2017-10-22,248.98
4480,"CD-11920","Office Supplies","Paper",2014-03-24,24.9
4481,"XP-21865","Office Supplies","Fasteners",2016-11-03,15.26
4482,"XP-21865","Office Supplies","Appliances",2016-11-03,43.32
4483,"XP-21865","Office Supplies","Binders",2016-11-03,43.584
4484,"XP-21865","Office Supplies","Paper",2016-11-03,116.28
4485,"XP-21865","Office Supplies","Binders",2016-11-03,9.296
4486,"XP-21865","Office Supplies","Paper",2016-11-03,19.44
4487,"XP-21865","Office Supplies","Paper",2016-11-03,314.55
4488,"CA-12055","Office Supplies","Binders",2015-09-05,16.27
4489,"CA-12055","Office Supplies","Supplies",2015-09-05,69.12
4490,"CA-12055","Office Supplies","Binders",2015-09-05,4.47
4491,"JM-15250","Furniture","Tables",2017-08-14,418.296
4492,"JK-15730","Technology","Copiers",2014-12-01,659.988
4493,"JK-15730","Furniture","Furnishings",2014-12-01,8.128
4494,"JK-15730","Office Supplies","Paper",2014-12-01,36.288
4495,"JK-15730","Furniture","Chairs",2014-12-01,909.72
4496,"CC-12670","Furniture","Bookcases",2017-06-18,917.9235
4497,"CC-12670","Office Supplies","Paper",2017-06-18,38.88
4498,"GW-14605","Office Supplies","Binders",2017-12-02,631.176
4499,"GR-14560","Office Supplies","Paper",2014-11-21,12.96
4500,"FM-14215","Office Supplies","Paper",2016-04-10,12.96
4501,"FM-14215","Office Supplies","Binders",2016-04-10,23.2
4502,"MS-17980","Office Supplies","Paper",2014-06-30,25.92
4503,"MS-17980","Office Supplies","Fasteners",2014-06-30,21.312
4504,"BF-11170","Technology","Phones",2014-12-24,173.656
4505,"BF-11170","Office Supplies","Appliances",2014-12-24,361.96
4506,"BF-11170","Technology","Accessories",2014-12-24,62.85
4507,"BF-11170","Technology","Phones",2014-12-24,818.376
4508,"BF-11170","Office Supplies","Storage",2014-12-24,20.34
4509,"BF-11170","Furniture","Furnishings",2014-12-24,23.99
4510,"VS-21820","Furniture","Tables",2017-05-23,171.288
4511,"KM-16225","Furniture","Furnishings",2016-11-10,37.3
4512,"KM-16225","Office Supplies","Binders",2016-11-10,81.96
4513,"LP-17095","Office Supplies","Binders",2016-10-02,54.792
4514,"BG-11740","Office Supplies","Storage",2016-09-06,10.784
4515,"BW-11200","Furniture","Chairs",2016-10-27,290.98
4516,"PS-18970","Office Supplies","Art",2017-10-22,36.44
4517,"RB-19570","Office Supplies","Paper",2016-09-15,21.4
4518,"RB-19570","Office Supplies","Binders",2016-09-15,48.664
4519,"JW-16075","Office Supplies","Art",2016-09-25,16.56
4520,"ND-18460","Office Supplies","Storage",2017-06-10,1347.52
4521,"LC-16930","Technology","Accessories",2014-02-20,62.31
4522,"LC-16930","Furniture","Furnishings",2014-02-20,20.32
4523,"BP-11095","Office Supplies","Fasteners",2017-02-20,9.432
4524,"RD-19720","Office Supplies","Labels",2014-11-02,34.86
4525,"RD-19720","Furniture","Furnishings",2014-11-02,89.34
4526,"BE-11335","Technology","Phones",2017-07-17,269.98
4527,"BE-11335","Office Supplies","Paper",2017-07-17,99.9
4528,"BE-11335","Furniture","Furnishings",2017-07-17,39.08
4529,"RS-19765","Technology","Accessories",2017-09-08,116.832
4530,"KC-16540","Office Supplies","Binders",2016-11-14,2.296
4531,"MB-17305","Furniture","Chairs",2016-11-14,408.006
4532,"MB-17305","Office Supplies","Storage",2016-11-14,40.44
4533,"TN-21040","Furniture","Chairs",2014-10-10,122.352
4534,"TN-21040","Office Supplies","Envelopes",2014-10-10,15.28
4535,"MC-18130","Office Supplies","Paper",2015-03-19,11.96
4536,"VF-21715","Furniture","Furnishings",2017-07-08,15.84
4537,"VF-21715","Office Supplies","Binders",2017-07-08,86.376
4538,"VF-21715","Office Supplies","Art",2017-07-08,18.24
4539,"VF-21715","Office Supplies","Art",2017-07-08,13.12
4540,"ES-14080","Technology","Phones",2015-02-27,105.98
4541,"ES-14080","Furniture","Tables",2015-02-27,493.92
4542,"MK-17905","Office Supplies","Binders",2017-06-16,5.936
4543,"TM-21490","Office Supplies","Envelopes",2017-03-30,325.86
4544,"RL-19615","Furniture","Chairs",2015-07-12,383.607
4545,"RL-19615","Technology","Phones",2015-07-12,148.48
4546,"RL-19615","Technology","Phones",2015-07-12,537.544
4547,"RL-19615","Office Supplies","Binders",2015-07-12,1.928
4548,"RL-19615","Office Supplies","Art",2015-07-12,6.912
4549,"RL-19615","Furniture","Furnishings",2015-07-12,7.76
4550,"RL-19615","Technology","Phones",2015-07-12,659.168
4551,"NM-18520","Office Supplies","Labels",2017-04-30,5.76
4552,"GK-14620","Furniture","Tables",2014-07-13,351.216
4553,"JF-15490","Furniture","Chairs",2014-12-27,230.28
4554,"JF-15490","Office Supplies","Paper",2014-12-27,12.84
4555,"EB-13930","Office Supplies","Binders",2016-02-27,56.82
4556,"SG-20470","Office Supplies","Fasteners",2015-03-23,31.56
4557,"SG-20470","Office Supplies","Storage",2015-03-23,27.92
4558,"ND-18370","Office Supplies","Binders",2017-10-21,8.559
4559,"CM-11815","Office Supplies","Envelopes",2014-12-31,49.568
4560,"EB-13870","Furniture","Chairs",2014-05-05,127.869
4561,"HM-14860","Office Supplies","Envelopes",2015-12-04,271.44
4562,"HM-14860","Technology","Phones",2015-12-04,110.352
4563,"HM-14860","Furniture","Furnishings",2015-12-04,36.4
4564,"SJ-20125","Furniture","Chairs",2017-09-26,419.136
4565,"DM-12955","Office Supplies","Storage",2014-12-09,100.704
4566,"MC-17575","Office Supplies","Appliances",2017-12-03,45.216
4567,"MC-17575","Office Supplies","Binders",2017-12-03,28.782
4568,"MC-17575","Office Supplies","Paper",2017-12-03,24.448
4569,"DB-13660","Office Supplies","Binders",2015-11-08,10.476
4570,"NF-18595","Furniture","Furnishings",2014-04-19,76.14
4571,"NM-18445","Office Supplies","Art",2015-05-25,21.24
4572,"NM-18445","Office Supplies","Binders",2015-05-25,127.96
4573,"AB-10255","Technology","Copiers",2017-07-17,479.984
4574,"MG-17650","Technology","Phones",2016-12-12,657.93
4575,"MG-17650","Furniture","Furnishings",2016-12-12,33.48
4576,"MG-17650","Office Supplies","Art",2016-12-12,13.9
4577,"MG-17650","Office Supplies","Storage",2016-12-12,26.86
4578,"SE-20110","Office Supplies","Binders",2014-04-11,9.584
4579,"AG-10765","Office Supplies","Binders",2015-06-09,113.1
4580,"AS-10045","Office Supplies","Paper",2014-07-27,65.78
4581,"AR-10405","Technology","Accessories",2015-07-31,239.7
4582,"AP-10720","Furniture","Furnishings",2016-09-19,25.632
4583,"JB-16000","Office Supplies","Labels",2016-06-10,23.616
4584,"TS-21430","Office Supplies","Art",2016-08-26,8.26
4585,"NL-18310","Office Supplies","Envelopes",2017-11-02,76.58
4586,"NL-18310","Office Supplies","Art",2017-11-02,8.8
4587,"NL-18310","Office Supplies","Binders",2017-11-02,590.352
4588,"NL-18310","Office Supplies","Fasteners",2017-11-02,5.58
4589,"NL-18310","Furniture","Furnishings",2017-11-02,25.02
4590,"NL-18310","Office Supplies","Storage",2017-11-02,452.55
4591,"MC-18130","Office Supplies","Supplies",2016-12-26,17.76
4592,"MC-18130","Technology","Phones",2016-12-26,302.384
4593,"MC-18130","Furniture","Chairs",2016-12-26,146.352
4594,"MC-18130","Office Supplies","Appliances",2016-12-26,7.9
4595,"MC-18130","Furniture","Tables",2016-12-26,902.712
4596,"MC-18130","Office Supplies","Art",2016-12-26,53.97
4597,"TC-21475","Office Supplies","Art",2016-12-05,33.92
4598,"MG-17650","Office Supplies","Supplies",2017-08-28,21.81
4599,"MG-17650","Office Supplies","Appliances",2017-08-28,91.6
4600,"MG-17890","Furniture","Chairs",2015-07-16,150.98
4601,"MG-17890","Office Supplies","Envelopes",2015-07-16,137.25
4602,"MG-17890","Office Supplies","Fasteners",2015-07-16,11.52
4603,"BF-11170","Office Supplies","Paper",2015-05-26,18.272
4604,"BF-11170","Office Supplies","Paper",2015-05-26,153.728
4605,"BF-11170","Office Supplies","Envelopes",2015-05-26,12.224
4606,"BF-11170","Technology","Accessories",2015-05-26,167.944
4607,"MS-17770","Technology","Phones",2015-05-28,45.99
4608,"MS-17770","Office Supplies","Storage",2015-05-28,535.41
4609,"MS-17770","Office Supplies","Binders",2015-05-28,6.096
4610,"MS-17770","Office Supplies","Paper",2015-05-28,45.36
4611,"JE-15745","Furniture","Furnishings",2017-11-09,47.12
4612,"HG-14965","Office Supplies","Binders",2016-01-24,31.36
4613,"EP-13915","Office Supplies","Art",2016-12-31,47.616
4614,"EP-13915","Office Supplies","Paper",2016-12-31,23.48
4615,"GH-14410","Office Supplies","Appliances",2016-09-05,62.79
4616,"GH-14410","Office Supplies","Fasteners",2016-09-05,28.44
4617,"DS-13180","Technology","Accessories",2015-09-04,134.376
4618,"TH-21550","Technology","Phones",2015-09-21,589.9
4619,"TH-21550","Furniture","Chairs",2015-09-21,542.94
4620,"RM-19675","Technology","Copiers",2017-12-24,2879.952
